rail_zenith[°],  wind_angle[°],  wind_speed[m/s], acc_noise[m/s²], gyro_noise[m/s²], baro_noise[m/s²], wind_gust_x[m/s], wind_gust_y[m/s], end_burn[s], used_propellant[kg], apogee_error[m], Kalman error_x[m], Kalman error_y[m], Kalman error_z[m]
4.78 110.32 9.33 0.05485 0.00114 0.36 7.64 6.89 6.57 8.94 19.0 -10.1 -4.4 -0.2 -0.3 -0.4 0.2 0.05530
5.57 109.29 5.07 0.02044 0.01767 0.26 0.31 8.31 6.64 8.90 32.6 -17.5 11.0 -0.0 -0.6 0.2 -0.1 0.04871
6.95 65.85 14.22 0.18920 0.02488 0.47 4.50 1.21 7.21 9.60 -63.0 -40.3 83.6 0.2 -2.4 4.0 -0.5 0.05508
7.33 109.57 11.07 0.00942 0.02611 0.19 6.42 1.22 6.70 9.00 -27.7 -101.2 -48.9 0.1 -4.5 -2.7 1.3 0.04042
2.67 147.83 11.93 0.08826 0.02286 0.15 5.81 3.10 6.56 8.94 18.8 19.2 62.2 0.0 1.2 2.9 0.0 0.04230
8.13 72.72 6.01 0.12012 0.04557 0.21 4.11 2.15 6.64 9.02 -40.9 -147.6 -102.3 0.1 -8.0 -4.6 0.4 0.04620
6.19 130.57 3.10 0.13692 0.04432 0.82 1.27 6.23 6.55 8.85 17.6 -151.8 19.5 0.1 -7.4 -0.1 -0.5 0.04280
9.86 143.71 0.11 0.01037 0.04503 0.75 4.68 3.15 6.76 9.01 17.9 -72.3 26.0 -0.0 -4.3 1.3 -0.3 0.04847
0.08 14.14 6.96 0.09014 0.02421 0.77 9.36 6.07 6.40 8.80 41.6 37.5 14.2 0.0 1.5 0.7 0.2 0.05103
6.45 55.18 4.52 0.08038 0.04465 0.84 6.98 0.15 6.65 8.97 71.7 -0.0 131.0 0.4 0.2 6.7 -1.3 0.04511
2.29 63.64 12.41 0.13859 0.00743 0.14 0.89 6.12 6.83 9.21 -5.6 50.8 -14.6 -0.0 2.5 -0.5 0.1 0.04424
9.04 37.29 10.18 0.18398 0.02848 0.08 0.58 6.04 7.01 9.53 -92.9 -4.5 11.6 -0.0 0.1 0.7 -0.4 0.04306
3.10 117.52 2.66 0.02259 0.01003 0.64 9.99 7.41 6.27 8.73 23.3 -8.1 54.1 0.4 -0.8 2.8 0.2 0.04730
2.92 153.96 7.71 0.07792 0.04718 0.08 7.70 0.08 6.49 8.81 32.7 139.4 31.1 -0.0 7.2 1.0 0.6 0.04469
1.67 83.03 10.22 0.05758 0.03837 0.93 1.70 6.76 6.90 9.10 -56.0 -181.9 -62.6 0.1 -9.5 -2.6 -0.5 0.05184
0.86 42.44 14.74 0.08100 0.01387 0.38 2.49 8.71 7.09 9.39 -8.6 -40.7 21.3 -0.2 -1.7 0.8 0.1 0.04036
2.86 130.60 11.76 0.01829 0.01310 0.09 4.19 3.47 6.49 8.98 -34.5 26.0 47.0 0.0 1.4 2.3 0.0 0.04076
3.72 3.70 1.40 0.00783 0.02110 0.17 5.58 8.06 6.55 8.82 -13.8 21.3 166.6 -0.1 1.3 7.1 -0.1 0.05411
0.29 20.37 0.87 0.06530 0.03663 0.02 2.85 0.14 6.55 8.79 3.7 -16.0 64.6 0.0 -1.1 3.1 -0.6 0.04033
5.87 142.67 10.52 0.04230 0.03345 0.81 4.87 1.13 6.75 8.91 42.0 67.5 62.0 0.2 3.4 2.5 0.5 0.04649
6.87 163.26 10.23 0.01736 0.02810 0.17 0.42 3.79 6.71 8.88 -17.0 -124.5 35.9 0.1 -6.2 1.4 -0.2 0.04269
1.38 133.10 2.92 0.15559 0.01237 0.91 2.00 3.62 6.30 8.76 14.7 -8.7 39.5 0.3 -0.4 1.3 -0.6 0.05593
7.58 154.23 5.71 0.02583 0.00920 0.83 4.23 1.60 6.34 8.75 -56.9 8.4 8.7 -0.3 0.3 0.3 0.3 0.04247
7.85 40.69 3.25 0.19490 0.00126 0.60 9.06 2.99 6.54 8.93 25.1 2.8 -7.9 -0.1 0.3 -0.6 -0.2 0.04798
9.60 126.58 13.55 0.09500 0.02950 0.06 3.35 0.17 6.95 9.15 -4.5 6.6 -14.6 0.0 1.5 -1.2 -0.3 0.04764
3.21 17.86 1.58 0.16544 0.01371 0.62 0.52 9.35 6.35 8.76 -61.4 21.6 -63.4 -0.2 0.8 -3.0 1.2 0.05224
2.19 103.43 2.77 0.03594 0.01126 0.06 0.22 2.60 6.47 8.74 -29.7 -27.2 -7.8 0.0 -1.2 -0.4 0.2 0.04363
1.52 44.37 14.77 0.11771 0.02797 0.21 0.15 1.80 6.76 9.32 -27.0 66.0 -17.6 -0.1 2.9 -1.1 0.3 0.04755
8.92 132.43 6.89 0.01467 0.01036 0.65 7.03 8.62 6.61 8.89 -66.3 2.3 13.1 -0.2 0.0 0.8 0.7 0.05007
7.23 85.53 14.16 0.17944 0.02925 0.50 2.17 4.43 7.18 9.45 -69.3 -10.9 4.7 0.2 0.1 0.2 1.4 0.04984
9.44 163.54 14.43 0.12826 0.01105 0.97 5.98 0.50 6.36 8.84 18.0 -31.3 11.8 0.2 -0.8 0.2 0.1 0.05541
2.81 19.08 9.51 0.08725 0.03361 0.18 8.44 8.55 6.69 9.03 -4.4 -17.8 -41.2 0.0 -0.5 -1.6 0.1 0.04069
2.62 178.74 8.93 0.04964 0.03632 0.41 9.72 4.52 6.40 8.81 42.8 150.4 49.3 0.1 6.8 2.7 -0.6 0.04049
1.14 40.42 4.19 0.19284 0.02248 0.49 8.82 9.96 6.45 8.79 16.5 -54.4 -56.1 -0.1 -2.5 -2.3 -0.5 0.05132
3.31 167.98 3.97 0.16967 0.03091 0.33 5.11 7.51 6.54 8.76 -10.6 -3.7 27.0 0.0 0.0 2.3 0.4 0.04745
2.90 136.12 2.97 0.15573 0.02035 0.35 2.29 2.10 6.32 8.73 -41.7 11.3 -26.1 -0.0 0.5 -1.6 -0.4 0.05012
3.59 19.28 3.56 0.17420 0.00982 0.52 0.53 9.38 6.46 8.85 -25.9 12.9 0.6 0.0 0.8 0.2 0.1 0.04477
6.58 107.28 14.47 0.09186 0.02721 0.63 1.56 1.36 6.96 9.30 -2.6 -20.2 -31.2 0.4 -0.3 -2.0 -0.3 0.04894
2.74 163.90 0.80 0.03612 0.00588 0.22 2.63 7.58 6.48 8.77 55.4 1.9 1.2 0.0 0.2 -0.0 -0.0 0.05218
6.16 135.18 9.19 0.00709 0.04639 0.00 1.83 3.38 6.37 8.80 11.8 200.1 -14.8 -0.0 11.2 -1.5 1.4 0.05093
3.59 26.17 0.94 0.06330 0.03474 0.37 4.67 0.60 6.45 8.78 -39.9 111.7 67.8 -0.3 5.4 3.7 0.1 0.04244
3.30 171.59 9.06 0.17667 0.00709 0.31 9.44 1.42 6.45 8.81 -44.4 29.9 -17.6 0.0 1.6 -0.7 0.4 0.05365
8.52 94.66 8.72 0.07542 0.01708 0.78 4.53 5.89 6.79 9.12 2.4 -14.8 16.3 -0.4 -1.0 0.5 0.2 0.04084
5.59 113.43 14.13 0.03578 0.04422 0.82 4.99 9.89 6.79 9.20 -65.9 -151.5 43.3 0.3 -7.4 1.2 -0.6 0.04878
4.95 99.50 11.14 0.09853 0.04907 0.84 3.39 4.06 6.80 9.13 41.7 -98.5 181.3 -0.1 -5.1 8.9 -1.1 0.05077
1.37 24.97 7.83 0.05915 0.01912 0.30 7.54 6.93 6.55 8.92 -15.8 63.8 30.4 0.3 3.2 1.5 -0.0 0.04921
7.87 110.26 7.57 0.06732 0.03912 0.84 1.05 8.86 6.47 8.95 -74.0 94.6 -77.3 0.7 5.2 -3.5 0.5 0.04624
0.88 96.63 10.80 0.00575 0.01858 0.99 6.85 3.60 6.58 8.96 25.5 -10.7 -15.4 0.4 -0.2 -0.5 0.0 0.04283
1.32 125.23 5.87 0.13083 0.03460 0.72 5.57 8.45 6.38 8.81 25.9 -44.9 32.0 -0.3 -1.4 1.9 0.2 0.04694
5.96 138.66 12.96 0.08487 0.00153 0.40 0.35 6.91 6.52 8.95 11.2 -0.7 1.0 0.0 0.2 0.0 1.4 0.04005
9.31 151.81 3.83 0.05465 0.01851 0.02 5.52 4.54 6.41 8.83 -10.7 -26.3 -78.2 -0.0 -1.4 -4.1 0.3 0.05155
3.96 104.67 0.11 0.08255 0.03659 0.40 1.19 2.93 6.30 8.74 -55.4 -66.1 -107.3 0.2 -2.1 -6.2 0.5 0.04283
9.04 57.52 10.80 0.04085 0.01087 0.71 2.32 7.08 7.37 9.65 -104.6 19.6 -4.9 0.4 1.5 -0.3 0.9 0.04546
9.97 122.46 6.38 0.14740 0.01380 0.70 1.44 8.02 6.62 8.97 -30.3 -4.5 -1.3 0.0 0.2 -0.7 -0.1 0.05185
3.39 160.40 2.23 0.07236 0.01316 0.60 5.72 0.61 6.58 8.77 -47.3 -89.0 -17.4 -0.1 -4.4 -0.4 0.7 0.05087
2.19 101.67 4.30 0.07198 0.01794 0.13 7.72 6.18 6.55 8.82 -25.6 52.8 -85.0 0.1 2.5 -3.8 0.4 0.04287
6.68 161.69 5.29 0.14114 0.04557 0.47 6.86 9.70 6.35 8.78 -19.6 74.0 241.3 0.0 3.8 11.5 -0.5 0.04331
6.44 49.14 2.49 0.08523 0.04741 0.10 0.95 6.83 6.55 8.88 -67.7 30.4 -97.0 0.0 2.3 -4.3 0.8 0.04521
0.91 167.22 0.91 0.00213 0.01548 0.68 9.61 5.45 6.40 8.77 52.3 39.4 98.9 -0.2 2.0 4.5 -0.7 0.05199
7.95 31.80 0.60 0.03791 0.02186 0.27 2.38 4.82 6.84 8.97 -12.7 -5.7 77.2 -0.2 -0.3 4.0 -0.5 0.04604
1.96 177.45 4.80 0.08025 0.01329 0.18 1.53 4.59 6.54 8.80 17.3 31.3 -33.9 -0.0 1.3 -2.0 -0.1 0.04402
3.53 134.97 3.72 0.16768 0.02186 0.93 0.19 1.35 6.47 8.76 30.0 -49.8 11.3 -0.4 -2.2 0.8 1.2 0.04939
0.37 151.95 3.92 0.04349 0.03786 0.41 8.69 9.79 6.37 8.75 -43.6 44.9 -4.4 -0.0 2.8 -0.5 -0.2 0.05338
1.77 142.93 7.51 0.16987 0.00647 0.64 4.00 9.69 6.48 8.82 26.2 -14.9 5.4 -0.2 -0.8 0.3 1.0 0.04513
1.09 125.25 7.71 0.02004 0.04790 0.10 7.77 7.06 6.41 8.83 15.0 -109.5 -153.7 0.1 -4.7 -7.4 -0.5 0.04308
5.26 63.12 2.68 0.15477 0.03978 0.65 6.58 6.89 6.55 8.86 -27.9 128.0 -24.1 -0.1 6.6 -2.0 0.4 0.05590
1.99 72.30 11.19 0.14244 0.04710 0.12 7.44 9.87 6.89 9.14 -22.8 -173.5 117.0 0.0 -7.4 4.7 -1.4 0.04495
2.22 176.16 7.84 0.16844 0.04313 0.64 2.58 7.13 6.69 8.89 -10.2 -298.9 18.4 -0.0 -16.1 1.6 -0.5 0.04279
1.68 22.64 4.47 0.13044 0.02181 0.83 4.92 4.66 6.34 8.78 -63.3 -12.0 20.3 -0.2 -0.5 1.6 0.6 0.04553
9.62 136.84 9.88 0.12990 0.02044 0.94 6.04 7.39 6.96 9.04 3.1 -54.3 -7.3 0.1 -2.5 -0.5 -0.8 0.04091
1.80 172.92 9.03 0.01829 0.04879 0.71 0.96 1.95 6.38 8.82 -10.7 215.5 23.4 -0.2 10.7 0.6 1.0 0.04948
3.98 11.28 6.35 0.00984 0.03297 0.21 5.62 9.95 6.85 9.06 -19.9 -132.2 144.7 0.0 -6.5 7.4 -0.4 0.04639
2.17 103.70 11.74 0.09979 0.00640 0.38 0.76 1.95 6.61 9.04 -40.0 11.9 -5.1 0.4 0.9 -0.5 0.8 0.04799
6.50 10.60 11.43 0.15595 0.01048 0.77 4.33 9.77 7.15 9.50 -29.8 50.8 -1.7 -0.1 2.6 0.4 0.5 0.04403
4.31 41.53 13.45 0.04670 0.00380 0.87 0.87 5.54 7.02 9.46 -24.3 16.8 -18.9 -0.1 1.1 -1.2 -0.3 0.04503
3.36 3.38 11.32 0.19279 0.03565 0.49 7.40 2.73 6.81 9.18 -80.4 47.3 15.7 -0.2 3.2 1.0 0.6 0.05404
7.09 140.88 14.67 0.00686 0.00472 0.37 5.27 7.39 6.57 9.02 -12.8 8.5 33.8 0.0 0.9 1.5 0.0 0.05501
7.28 42.89 0.10 0.05236 0.03059 0.24 9.61 1.72 6.74 8.88 -54.6 -95.0 -129.5 -0.1 -4.4 -6.3 0.5 0.04125
8.98 173.75 7.70 0.10587 0.02195 0.30 5.66 5.96 6.35 8.76 -50.8 -92.7 59.2 -0.1 -3.9 3.2 0.3 0.05558
6.20 0.22 7.65 0.15704 0.00022 0.88 9.57 1.29 6.83 9.14 -10.2 6.2 7.6 0.3 0.7 0.3 -0.1 0.04321
2.55 159.96 0.99 0.16475 0.02782 0.80 5.86 0.54 6.37 8.71 -21.0 -112.0 -21.8 -0.5 -5.0 -0.7 1.7 0.04041
5.42 95.36 6.48 0.17846 0.03668 0.11 9.91 0.72 6.46 8.85 4.5 6.1 130.2 -0.0 0.7 7.4 0.2 0.04676
6.08 132.01 3.94 0.06117 0.03602 0.96 7.76 1.44 6.76 8.88 50.0 182.0 -30.0 -0.0 8.5 -0.8 -0.9 0.04082
7.82 31.91 1.95 0.03819 0.02039 0.75 4.56 2.59 6.43 8.90 -29.6 73.3 -13.8 -0.2 3.7 -0.7 0.5 0.04882
2.76 95.18 4.25 0.17289 0.02896 0.17 9.07 0.64 6.43 8.76 12.8 28.5 26.6 0.1 2.0 1.8 0.5 0.05171
3.80 36.84 9.97 0.16773 0.03137 0.10 6.89 0.39 6.76 9.12 -58.5 90.6 206.0 -0.1 4.2 10.7 -0.1 0.04230
9.41 145.94 6.08 0.17268 0.02076 0.14 9.19 3.06 6.50 8.84 39.1 9.8 -78.8 -0.0 0.3 -3.8 0.0 0.05428
6.00 72.27 11.14 0.11675 0.03968 0.01 2.44 5.15 6.84 9.25 -54.1 -60.8 -34.7 0.0 -2.6 -0.8 -0.5 0.04184
3.90 103.18 7.38 0.07947 0.04952 0.52 2.45 6.65 6.78 8.95 0.8 267.4 -172.5 0.2 11.7 -8.1 0.4 0.05012
7.87 133.08 13.76 0.08611 0.04279 0.22 5.87 3.22 6.82 9.06 -23.3 69.9 -180.1 -0.0 2.7 -8.7 0.4 0.04522
3.60 170.04 4.49 0.18354 0.03238 0.68 5.04 7.45 6.47 8.77 45.6 36.6 33.0 -0.0 1.9 1.5 0.2 0.04129
0.23 157.84 0.52 0.03536 0.04277 0.31 0.73 4.32 6.44 8.75 12.5 150.8 -88.4 0.0 8.8 -3.6 0.2 0.04800
3.38 142.94 1.89 0.17191 0.01603 0.61 8.41 3.00 6.43 8.77 -36.4 -83.5 13.6 0.1 -4.2 0.9 0.6 0.04040
3.73 62.53 14.49 0.16017 0.01450 0.83 7.75 2.06 7.22 9.43 5.4 43.4 -4.8 -0.4 2.4 -0.5 0.4 0.05533
1.31 64.64 2.95 0.17456 0.03430 0.19 8.45 9.31 6.44 8.78 2.4 -179.6 95.9 0.1 -8.1 4.1 -0.0 0.04117
1.71 78.79 11.87 0.04403 0.01371 0.52 6.78 9.31 6.64 9.10 -75.0 2.8 -27.2 0.1 0.5 -1.6 0.5 0.04952
5.47 138.27 14.35 0.02330 0.01271 0.34 5.03 5.41 6.66 9.04 -60.5 -25.9 -25.0 -0.2 -1.2 -1.4 -0.1 0.04586
5.71 29.24 2.94 0.15701 0.03927 0.72 8.79 8.79 6.54 8.86 -5.0 -106.0 -147.8 0.1 -5.4 -6.8 0.0 0.04645
1.96 130.97 7.16 0.00101 0.03512 0.31 9.04 6.70 6.43 8.82 38.9 39.5 19.9 0.1 2.3 1.6 -0.7 0.05032
4.43 122.75 14.74 0.18182 0.03366 0.72 0.29 5.78 6.88 9.20 -65.4 -1.5 73.4 0.5 -0.3 3.6 1.7 0.05036
5.99 164.57 1.95 0.06601 0.03448 0.55 8.91 4.01 6.51 8.82 -39.4 25.3 -151.1 0.3 1.3 -7.4 -0.1 0.04992
0.09 2.84 7.20 0.03367 0.04004 0.85 8.00 8.00 6.58 8.87 47.2 -11.2 76.0 -0.1 -1.5 4.2 -1.4 0.05373
7.60 105.34 0.45 0.16605 0.03043 0.42 4.50 4.06 6.54 8.88 -3.2 -46.4 -119.7 0.1 -2.1 -6.5 0.2 0.05391
3.40 78.79 9.85 0.14836 0.03159 0.68 5.40 9.15 6.57 9.03 -5.0 -54.4 19.4 0.2 -3.1 0.6 0.2 0.05598
5.57 155.62 1.61 0.19694 0.01470 0.90 7.36 3.41 6.58 8.85 -21.6 -63.6 34.7 0.1 -3.5 1.6 -0.7 0.05282
1.38 101.42 5.33 0.11026 0.01146 0.76 2.06 9.66 6.55 8.86 -10.5 30.6 15.9 0.0 1.5 0.6 0.2 0.05465
6.79 54.41 11.57 0.06113 0.00843 0.96 8.97 5.28 6.81 9.29 18.5 32.7 5.8 -0.9 2.0 0.3 -0.4 0.05117
0.39 89.51 4.18 0.18784 0.01392 0.60 6.74 2.94 6.35 8.75 -21.4 39.8 -39.6 -0.3 1.9 -1.9 0.0 0.04140
8.19 93.45 5.80 0.13699 0.00936 0.25 2.96 9.84 6.59 9.05 -18.8 36.4 -34.0 -0.1 2.1 -1.8 -0.9 0.04022
2.99 14.17 13.58 0.01550 0.03751 0.02 3.71 0.48 6.91 9.38 -44.8 9.5 210.5 0.0 0.3 10.7 -0.2 0.04139
1.79 10.36 7.89 0.18868 0.03916 0.92 5.54 2.91 6.60 8.95 -2.4 -166.1 44.5 -0.1 -8.1 1.1 -0.3 0.04935
7.16 63.10 12.00 0.18984 0.00393 0.14 3.83 6.28 6.98 9.44 0.3 9.4 -14.9 -0.0 0.5 -0.0 -0.3 0.04786
2.96 165.97 12.16 0.15624 0.03311 0.15 7.45 2.93 6.85 8.99 -36.7 -13.7 -119.7 -0.1 -0.4 -5.8 0.3 0.05018
1.10 122.39 1.48 0.13295 0.02392 0.82 6.64 4.25 6.61 8.80 51.9 12.5 30.5 0.4 0.7 0.9 -0.5 0.05340
2.90 172.88 14.04 0.08731 0.01706 0.94 5.49 0.10 6.92 9.11 -1.7 -25.9 44.6 -0.1 -0.8 2.6 0.7 0.04251
3.28 129.54 13.55 0.14352 0.01972 0.63 1.86 6.52 6.66 9.08 11.8 -40.1 68.1 -0.3 -1.5 3.2 -0.0 0.04223
2.78 44.64 9.46 0.11252 0.01140 0.37 7.43 5.52 6.61 9.01 -51.7 26.5 24.8 -0.1 1.8 1.4 -0.2 0.04653
8.18 133.99 3.62 0.05170 0.02478 0.81 4.96 0.43 6.44 8.84 27.0 28.3 -29.3 0.0 1.5 -1.9 -0.2 0.04252
0.78 28.22 9.08 0.14254 0.00366 0.38 1.95 3.37 6.69 9.00 -5.1 19.5 -7.2 -0.1 0.7 -0.4 -0.4 0.05310
7.70 84.26 11.52 0.16852 0.01280 0.11 0.10 6.14 7.14 9.38 -49.1 30.8 8.0 0.0 1.3 0.2 -0.0 0.05252
6.87 80.29 5.06 0.00983 0.00436 0.92 1.82 6.58 6.74 8.99 -26.7 1.5 1.3 0.0 0.2 -0.1 -0.6 0.04637
0.34 107.11 8.23 0.12553 0.01622 0.69 1.36 5.29 6.50 8.90 -21.0 6.0 -58.8 -0.1 0.5 -3.4 0.1 0.04577
3.30 107.56 2.40 0.15448 0.02892 0.08 5.63 5.97 6.33 8.75 52.0 -85.1 -25.0 -0.0 -4.4 -0.9 0.7 0.05360
9.53 95.53 6.20 0.08887 0.00428 0.68 9.55 5.21 6.84 9.11 41.0 -0.4 1.4 -0.1 0.2 0.3 -2.8 0.04010
4.03 20.50 4.35 0.06258 0.02857 0.63 7.00 5.62 6.50 8.86 40.4 85.6 -10.8 0.2 4.3 -0.3 0.6 0.04101
0.16 151.61 6.91 0.01074 0.04247 0.28 4.08 6.89 6.52 8.85 48.7 -74.2 118.9 -0.1 -3.8 5.4 -0.1 0.05569
4.36 42.54 4.66 0.15455 0.00244 0.82 8.43 9.08 6.78 8.97 23.6 -2.9 0.6 0.4 0.3 -0.3 -0.1 0.04543
4.55 66.76 5.57 0.15342 0.03118 0.82 8.01 4.22 6.55 8.88 -53.8 -40.0 116.8 -0.3 -2.0 4.8 -0.1 0.04894
1.63 94.04 7.44 0.13333 0.03587 0.32 8.59 4.84 6.45 8.82 -6.1 -99.4 -52.0 -0.1 -4.6 -2.7 0.0 0.04233
5.27 118.00 9.04 0.12349 0.03173 0.06 8.12 0.56 6.70 8.93 -31.3 -180.9 -42.9 0.0 -8.6 -1.7 -0.3 0.05570
2.17 86.98 4.85 0.19580 0.04598 0.88 2.93 8.15 6.43 8.79 2.0 188.7 -2.9 -0.3 8.4 -0.8 0.7 0.05589
3.24 91.56 5.31 0.08062 0.01877 0.78 8.37 2.99 6.42 8.78 -47.0 18.6 120.7 -0.2 1.3 5.6 1.0 0.04982
9.81 17.71 8.80 0.09326 0.00507 0.67 8.43 6.33 7.32 9.50 -76.1 17.1 -45.5 -0.5 0.9 -2.1 1.0 0.04957
9.78 145.13 10.95 0.15489 0.02689 0.30 8.73 3.14 6.60 8.87 -48.6 -25.2 -70.5 -0.1 -1.6 -2.9 0.3 0.05263
1.95 164.78 11.78 0.10005 0.02652 0.69 0.63 9.77 6.43 8.96 5.0 109.0 39.1 -0.4 5.1 1.7 0.0 0.04347
8.29 31.75 3.23 0.06649 0.02988 0.08 5.84 9.64 6.56 9.01 33.9 12.8 -128.1 -0.0 0.6 -5.5 -0.7 0.04114
4.44 24.49 11.61 0.04032 0.00866 0.52 0.94 0.64 7.35 9.48 -70.9 6.8 5.1 0.2 0.9 0.4 -0.1 0.04554
7.93 66.48 12.92 0.01570 0.02695 0.02 4.56 3.86 6.92 9.45 -81.1 -35.7 28.0 0.0 -1.6 1.5 0.6 0.05480
7.02 134.74 12.13 0.08737 0.00007 0.95 7.77 5.85 6.60 8.93 1.2 0.3 -3.2 0.2 0.1 -0.2 -0.2 0.04177
7.13 77.50 3.68 0.13367 0.00969 0.68 5.69 6.28 6.49 8.89 -32.0 -9.7 -47.1 -0.2 -0.2 -2.3 0.8 0.04668
9.37 95.82 5.80 0.11789 0.04656 0.64 0.97 7.48 6.99 9.11 -31.6 -153.3 12.9 0.2 -6.7 0.1 0.1 0.04380
8.97 122.83 7.07 0.15742 0.04364 0.19 6.43 1.29 6.88 8.98 -48.0 179.4 -142.7 -0.0 7.9 -7.0 -0.1 0.04913
6.28 73.27 4.25 0.00370 0.02478 0.64 7.51 9.64 6.63 8.95 21.8 45.6 -64.8 -0.0 2.1 -3.7 0.6 0.04130
4.28 140.63 11.29 0.05201 0.02350 0.35 1.27 9.38 6.51 8.94 -37.1 -113.3 -33.4 0.2 -5.5 -1.4 0.1 0.04920
3.19 104.12 3.97 0.05916 0.04298 0.25 1.49 7.29 6.37 8.79 57.8 -28.7 -117.0 0.1 -1.4 -5.5 -0.1 0.04089
5.26 42.72 12.68 0.17731 0.04576 0.11 2.28 9.65 7.48 9.63 -60.8 -98.7 220.5 0.1 -5.6 8.6 -0.0 0.05141
0.43 6.76 2.31 0.16314 0.02523 0.64 3.85 7.22 6.23 8.71 -63.2 55.8 -48.6 0.0 3.3 -1.9 0.8 0.04943
0.11 23.09 12.30 0.08742 0.01934 0.94 9.81 8.62 6.65 9.04 -53.1 -57.4 109.8 0.1 -1.8 3.8 0.1 0.04244
5.93 120.98 11.44 0.04382 0.02109 0.47 7.06 9.97 6.55 8.95 -6.3 1.1 -81.1 -0.0 0.1 -4.4 0.2 0.05594
2.98 54.93 7.97 0.13015 0.02121 1.00 9.23 9.72 6.54 8.92 -45.5 -39.0 -37.5 -0.1 -2.3 -1.4 -0.9 0.05084
4.94 142.08 14.30 0.15139 0.00916 0.30 7.44 5.43 6.67 9.04 19.4 24.7 0.1 -0.2 1.3 0.2 -0.1 0.04542
7.82 30.37 1.58 0.11124 0.00344 0.40 2.15 0.20 6.87 8.99 -48.6 7.9 14.6 -0.0 0.4 0.6 0.4 0.04708
2.60 151.84 1.48 0.17161 0.00644 0.75 4.42 2.53 6.30 8.69 -30.1 18.6 30.8 -0.0 0.6 1.2 1.6 0.04497
3.63 131.42 12.78 0.04227 0.01918 0.06 3.11 2.36 6.55 8.99 -67.1 32.6 -23.9 -0.0 1.7 -1.0 0.1 0.05561
0.30 5.26 4.52 0.12025 0.01190 0.96 0.25 3.06 6.45 8.80 -2.9 -33.8 -22.9 -0.1 -1.5 -1.2 0.1 0.05438
7.91 152.18 10.90 0.05165 0.03969 0.93 9.81 0.09 6.78 8.90 62.1 117.8 232.7 -0.4 5.2 9.4 -0.9 0.05256
6.23 122.03 14.23 0.18932 0.03133 0.42 0.10 0.39 6.89 9.18 -57.2 1.4 20.7 -0.1 0.3 1.5 0.4 0.04058
6.67 177.34 3.53 0.19438 0.03005 0.74 8.88 7.42 6.75 8.86 30.0 61.8 14.9 0.1 2.9 0.5 0.5 0.05126
4.92 1.15 4.17 0.07022 0.04017 0.84 5.31 0.40 6.42 8.87 4.3 -23.0 8.8 -0.8 -0.3 0.2 0.1 0.05170
5.23 167.14 3.64 0.11751 0.00112 0.30 0.93 1.07 6.48 8.76 -46.8 -2.1 8.9 -0.2 -0.1 0.2 -0.2 0.04707
5.85 23.51 0.10 0.02171 0.03893 0.96 1.84 0.86 6.47 8.82 -48.3 42.1 7.7 0.0 2.0 1.6 -0.1 0.04956
2.03 2.73 5.25 0.07224 0.03543 0.76 8.74 0.77 6.54 8.84 -8.6 102.4 16.1 0.1 4.8 1.6 -0.1 0.05361
1.20 32.59 13.10 0.17781 0.01849 0.10 6.93 9.27 6.88 9.23 -60.6 84.6 -27.8 -0.0 4.7 -1.6 0.4 0.05205
9.51 124.55 4.19 0.00504 0.01615 0.63 9.01 7.10 6.83 9.01 -17.5 12.6 22.0 0.1 0.4 0.3 -0.5 0.04532
7.77 164.82 13.77 0.16645 0.01154 0.13 5.56 4.82 6.63 8.90 13.6 15.3 -19.2 0.1 1.0 -0.7 0.2 0.05436
7.87 151.31 0.59 0.09585 0.02974 0.58 2.93 4.58 6.40 8.83 -13.8 -29.3 104.6 0.1 -2.2 4.5 0.5 0.04564
5.52 53.66 2.76 0.19612 0.00599 0.32 0.96 5.16 6.70 8.92 -32.2 -5.4 -28.0 0.0 -0.4 -1.0 0.2 0.05299
5.45 121.04 6.88 0.00355 0.02700 0.91 1.58 0.87 6.35 8.83 38.0 22.3 -22.8 0.4 1.3 -1.4 -0.3 0.05136
0.20 29.44 2.46 0.19833 0.01553 0.26 5.03 6.40 6.43 8.75 39.9 30.6 11.6 0.0 1.0 0.9 -0.5 0.04436
3.40 143.18 0.27 0.05631 0.01072 0.96 4.92 0.50 6.47 8.78 40.0 45.4 12.9 -0.6 2.3 0.3 -0.1 0.05411
4.57 125.51 4.68 0.18728 0.03368 0.87 5.54 9.26 6.40 8.82 27.1 59.2 18.1 0.1 2.3 0.6 0.5 0.04085
1.04 179.73 7.81 0.10697 0.03084 0.66 7.42 1.16 6.41 8.78 23.6 -47.7 -39.2 -0.1 -2.2 -1.8 1.5 0.04028
2.33 69.12 5.16 0.11304 0.02822 0.89 0.48 7.24 6.36 8.85 55.0 96.8 1.2 0.1 4.9 0.0 -1.0 0.04761
6.38 70.26 1.75 0.15587 0.03687 0.25 9.88 6.01 6.82 8.92 -1.3 -118.4 109.1 0.1 -5.3 4.9 0.4 0.04770
3.95 83.39 6.59 0.06756 0.04715 0.15 9.73 2.89 6.43 8.85 6.3 50.9 139.7 0.0 2.3 6.7 -0.2 0.05112
1.78 14.95 5.07 0.04904 0.00516 0.96 2.93 9.68 6.38 8.82 8.5 3.1 1.6 -0.3 0.4 0.1 0.3 0.04085
