rail_zenith[°],  wind_angle[°],  wind_speed[m/s], acc_noise[m/s²], gyro_noise[m/s²], baro_noise[m/s²], wind_gust_x[m/s], wind_gust_y[m/s], end_burn[s], used_propellant[kg], apogee_error[m], Kalman error_x[m], Kalman error_y[m], Kalman error_z[m]
8.58 131.08 7.34 0.05285 0.02151 0.94 8.45 4.95 6.68 8.92 -42.1 2.8 -10.4 -0.3 0.8 0.2 2.0 0.04495
8.88 86.72 10.22 0.03725 0.00176 0.12 4.59 5.47 7.08 9.40 -2.3 3.2 -6.2 -0.1 0.3 -0.3 -1.9 0.04842
9.26 82.50 12.00 0.09368 0.02853 0.44 0.34 2.59 7.27 9.58 -25.2 -85.2 -9.2 0.1 -3.4 -0.4 -1.5 0.04804
7.84 112.31 3.15 0.03361 0.03061 0.46 8.28 5.51 6.73 9.00 -11.8 -58.9 57.8 -0.1 -1.9 3.9 0.1 0.02004
8.61 101.28 5.88 0.01871 0.03561 0.08 0.55 1.92 6.73 9.07 -2.4 117.6 -0.6 0.1 7.0 -0.7 -0.4 0.05685
7.56 29.35 12.52 0.10906 0.03366 0.58 6.34 0.05 7.43 9.76 -52.2 -9.5 -308.5 -0.1 0.2 -16.3 -0.3 0.03761
9.46 38.55 5.73 0.16737 0.01075 0.57 7.40 8.84 7.02 9.32 -39.9 -3.2 31.5 0.2 -0.1 2.2 -0.1 0.02211
0.19 80.93 14.97 0.28313 0.01675 0.84 2.16 4.62 10.78 6.12 -1878.6 33.2 -1.8 0.2 2.2 0.3 -0.9 0.02277
3.79 177.37 1.46 0.04443 0.04889 0.38 4.81 3.88 6.59 8.84 -11.3 75.6 -244.1 0.0 3.5 -11.4 1.1 0.03801
5.44 136.72 5.41 0.01131 0.03856 0.64 0.22 0.12 6.64 8.88 -5.6 -26.8 -79.3 -0.8 -1.1 -4.6 0.1 0.03904
4.70 63.93 8.09 0.15151 0.03672 0.30 5.18 3.93 6.87 9.18 7.1 -165.5 -181.5 -0.1 -6.1 -8.8 -0.7 0.05358
4.54 142.83 12.79 0.17573 0.04176 0.57 8.92 7.93 6.82 9.09 17.8 78.3 -19.4 0.5 4.3 -3.0 -0.4 0.05671
4.32 49.49 1.91 0.16056 0.04128 0.81 0.81 7.85 6.61 8.93 -4.0 115.6 170.1 -0.9 4.4 9.0 -0.2 0.05443
6.33 23.14 13.68 0.10906 0.03633 0.61 1.28 3.47 7.52 9.87 -63.8 57.9 192.5 0.3 2.1 9.9 -0.0 0.04906
3.76 147.12 13.13 0.28085 0.01300 0.80 5.52 1.64 10.69 6.51 -1597.0 -54.0 -5.2 0.2 -3.5 -0.4 0.4 0.04109
4.91 129.25 13.01 0.10124 0.00230 0.74 8.68 7.85 6.89 9.15 -6.3 -1.2 -1.0 -0.1 0.0 -0.1 -0.9 0.02694
9.24 105.36 7.91 0.05690 0.04854 0.53 4.10 5.92 6.83 9.15 -11.8 -45.9 -4.1 -0.1 -1.6 -0.3 -0.5 0.02164
3.64 131.62 14.16 0.16710 0.03509 0.82 1.24 1.92 7.06 9.32 2.1 -164.8 -155.6 -0.3 -9.4 -9.4 -1.2 0.05503
6.26 148.78 3.13 0.03364 0.01763 0.32 3.77 6.79 6.61 8.90 9.9 4.7 -3.3 0.4 0.5 -0.1 -0.4 0.05148
8.96 128.50 14.47 0.18670 0.04434 0.24 6.35 9.44 6.88 9.19 -53.6 240.5 286.0 0.0 13.5 13.7 1.3 0.02972
5.77 75.01 13.23 0.13347 0.04776 0.60 1.25 2.52 7.21 9.48 -68.2 109.4 -122.0 -0.4 6.3 -7.9 1.1 0.02360
9.55 21.30 12.48 0.25723 0.01500 0.84 7.75 9.18 7.80 9.97 -61.2 97.4 2.4 -0.2 4.3 1.4 -0.1 0.02174
8.67 153.48 4.21 0.17074 0.02406 0.48 2.28 2.65 6.69 8.95 24.3 177.3 96.1 -0.3 9.2 4.8 -1.0 0.04811
8.09 118.01 11.09 0.14278 0.00835 0.68 8.65 1.03 6.74 9.07 -10.6 -13.2 -1.1 -0.1 -0.5 -0.3 0.4 0.02703
5.64 120.50 11.60 0.14551 0.00371 0.33 8.64 7.31 6.83 9.13 7.3 17.5 -0.9 -0.0 1.0 -0.2 -1.4 0.04178
2.98 73.19 13.35 0.29551 0.04147 0.13 4.09 6.15 10.67 5.48 -2095.9 1022.1 -1233.2 0.1 86.4 -101.2 0.4 0.04217
1.20 108.38 9.20 0.07738 0.01840 0.32 0.32 0.32 6.81 9.07 -2.3 5.8 103.7 -0.0 0.0 4.9 -0.1 0.04003
1.75 81.12 14.49 0.04838 0.03298 0.06 6.84 4.18 7.07 9.38 -35.1 -120.7 -152.7 -0.0 -6.0 -7.0 -0.2 0.03774
5.72 94.20 6.10 0.28811 0.01173 0.75 8.18 3.72 6.70 9.01 18.3 7.7 -108.9 -0.2 0.4 -4.8 -1.4 0.03003
9.31 21.62 7.42 0.09205 0.04363 0.32 6.41 1.10 7.18 9.46 -41.9 114.8 152.6 -0.2 8.1 6.7 0.3 0.04246
9.50 55.00 3.80 0.17712 0.00282 0.71 7.30 7.33 6.87 9.14 -44.1 -15.2 -11.2 -0.2 -0.3 -0.6 0.8 0.02153
3.07 48.22 8.24 0.28095 0.01133 0.77 9.37 4.10 6.76 9.03 -13.2 29.6 -10.9 0.6 1.9 -0.9 0.6 0.04816
7.66 137.66 6.10 0.12182 0.01068 0.53 0.53 6.56 6.59 8.94 5.5 -48.3 21.8 -0.6 -2.7 1.0 -0.6 0.05799
0.37 39.76 7.42 0.05583 0.04033 0.24 4.60 1.96 6.74 9.01 9.3 55.0 -198.2 -0.0 3.2 -12.8 -0.5 0.03921
2.31 130.61 10.08 0.19157 0.01951 0.28 8.26 5.49 6.75 9.02 -5.8 53.9 68.5 -0.0 2.7 4.3 -0.2 0.04270
6.11 43.56 6.94 0.13645 0.04145 0.57 9.40 9.73 7.00 9.23 -7.1 16.8 121.3 0.2 -0.6 8.4 -1.1 0.03689
0.88 134.73 11.65 0.28462 0.02635 0.97 5.12 1.20 6.89 9.17 -5.1 -28.9 -10.4 -0.5 -1.4 -1.0 -0.7 0.02665
0.37 103.74 7.25 0.18454 0.04301 0.20 6.71 7.93 6.71 8.96 -6.2 116.6 116.9 -0.1 6.0 4.4 0.4 0.05139
4.97 30.44 1.22 0.08376 0.02040 0.88 5.31 1.83 6.62 8.94 25.3 38.1 60.5 -0.3 2.6 3.3 -0.6 0.05250
8.85 49.55 4.67 0.20439 0.01188 0.70 3.39 3.90 6.91 9.22 -19.0 32.8 24.9 0.4 1.6 1.6 -0.4 0.03723
3.45 92.49 11.44 0.24151 0.00680 0.73 4.89 8.42 6.88 9.19 -38.5 -0.7 -36.5 0.2 0.2 -1.0 0.5 0.03844
6.34 12.14 5.73 0.15036 0.01164 0.03 2.29 9.94 6.93 9.25 -30.4 68.9 -36.1 0.0 4.5 -2.6 -0.0 0.05770
9.92 25.93 7.90 0.00226 0.03577 0.79 0.01 0.02 7.33 9.63 -40.5 -40.9 6.1 0.4 -2.1 -0.2 -0.9 0.02474
6.53 33.86 3.50 0.04956 0.01976 0.86 7.36 6.87 6.70 8.98 -41.6 138.4 -54.0 0.2 7.3 -1.5 1.6 0.02923
6.38 51.19 4.68 0.18016 0.00529 0.71 8.41 5.05 6.75 9.07 21.6 16.7 43.4 -0.2 1.2 2.6 -1.2 0.04855
5.16 160.53 3.57 0.21982 0.03389 0.40 8.90 8.17 6.70 8.95 41.0 7.7 -1.2 0.2 1.3 -0.4 -2.1 0.04511
3.28 167.54 11.14 0.23219 0.04644 0.60 4.54 1.46 10.66 5.04 -2175.5 29.3 -829.8 0.3 1.3 -62.0 0.1 0.03559
9.02 59.62 10.93 0.27667 0.01548 0.29 7.91 7.85 7.33 9.61 -45.1 -16.0 -4.2 0.1 -1.5 -0.2 -0.5 0.04213
6.74 86.49 9.66 0.20390 0.02431 0.65 4.73 9.66 7.04 9.31 -25.4 -18.9 87.5 0.1 0.2 3.4 -0.7 0.03974
2.44 107.37 8.15 0.22306 0.02615 0.97 8.97 5.00 6.70 8.98 -1.9 -19.6 -95.0 0.1 -0.4 -5.9 0.2 0.02694
2.03 138.39 0.94 0.28403 0.00345 0.32 0.73 6.04 6.61 8.89 30.2 14.6 -69.6 0.1 0.8 -2.1 -0.9 0.02814
8.91 7.59 13.91 0.14604 0.04674 0.48 8.92 0.27 8.01 10.05 -80.7 401.2 197.6 0.2 21.7 3.8 1.1 0.04676
1.30 91.82 7.37 0.10510 0.01302 0.41 9.66 5.14 6.66 8.91 -18.3 -38.0 95.8 0.1 -1.7 4.0 1.2 0.02269
4.96 161.06 10.07 0.19090 0.00109 0.79 5.00 6.74 6.64 8.92 -16.6 -5.4 10.2 -0.1 0.3 -0.1 0.8 0.04179
6.52 45.32 3.15 0.13546 0.00110 0.19 6.42 5.20 6.74 9.04 5.5 17.4 -2.6 -0.1 0.6 -0.4 -1.0 0.04439
9.92 13.50 8.56 0.01695 0.03424 0.63 0.90 0.61 7.47 9.71 -71.9 -18.5 38.7 -0.1 -0.3 3.3 0.9 0.02342
5.98 119.38 9.48 0.29950 0.00888 0.52 0.07 2.78 6.74 9.04 -4.7 25.3 -23.1 -0.1 0.7 -1.0 0.3 0.03638
6.28 30.58 3.99 0.15017 0.03870 0.44 10.00 2.12 6.73 9.01 -0.2 50.8 -53.8 -0.4 2.8 -1.8 0.1 0.04246
3.11 76.54 6.92 0.17082 0.03034 0.55 5.94 6.72 6.69 8.99 -8.7 43.9 -288.3 0.2 1.5 -14.3 0.2 0.03590
3.83 77.29 8.43 0.15522 0.04225 0.93 9.46 0.40 6.72 9.03 0.3 -26.6 97.9 -0.0 0.1 2.9 -0.0 0.05828
0.36 159.97 1.81 0.00978 0.03600 0.17 7.23 2.51 6.55 8.83 2.0 -126.0 -14.8 0.0 -7.0 -0.7 0.4 0.04141
6.20 38.31 13.80 0.15857 0.00127 0.25 4.30 8.73 7.55 9.82 -59.0 11.5 -5.4 0.1 0.5 -0.0 -0.1 0.03538
5.43 167.82 6.94 0.06292 0.03545 0.74 2.01 7.70 6.59 8.88 6.3 -8.2 171.4 -0.0 -0.5 9.3 -0.5 0.04351
0.33 17.91 13.59 0.15900 0.02392 0.76 0.79 0.34 7.06 9.37 -36.2 -161.1 -81.5 0.1 -8.8 -5.5 0.0 0.03473
7.17 78.60 10.36 0.09020 0.02349 0.65 3.48 8.42 7.15 9.43 -20.2 35.4 119.7 0.3 1.6 6.0 -1.1 0.05885
5.62 114.82 5.49 0.18090 0.03512 0.66 9.36 1.28 6.60 8.90 -10.1 63.0 -124.2 -0.2 3.9 -6.9 0.6 0.02819
4.96 78.94 8.21 0.20832 0.03381 0.23 9.74 0.22 6.76 9.07 7.5 78.3 -16.4 0.0 3.9 -3.2 -0.8 0.02993
6.51 127.74 2.38 0.13291 0.01970 0.32 7.63 9.96 6.72 8.97 -13.6 -0.1 38.8 -0.1 -0.1 2.6 -0.3 0.03566
0.20 104.28 8.84 0.04227 0.02623 0.97 9.32 7.42 6.68 8.97 6.1 -86.9 83.3 0.7 -3.5 3.5 0.1 0.05370
3.41 44.62 0.82 0.16390 0.03896 0.64 5.66 7.95 6.64 8.88 1.4 132.2 -180.5 -0.1 7.8 -9.6 0.1 0.03084
9.14 83.55 7.93 0.16879 0.01798 0.88 1.94 0.37 6.98 9.24 -35.7 -43.2 43.8 0.2 -2.8 1.0 0.5 0.04734
8.50 15.27 10.90 0.18582 0.04584 0.32 1.06 4.74 7.64 9.85 -57.3 -183.6 -286.0 -0.1 -9.9 -16.3 -0.4 0.03359
4.28 90.45 0.31 0.04362 0.03381 0.16 3.04 7.46 6.59 8.91 5.1 95.8 327.0 0.0 3.5 15.7 -0.4 0.05936
5.22 179.89 11.57 0.17995 0.02173 0.40 6.13 1.50 6.71 8.97 8.7 5.0 38.1 0.2 0.2 3.0 -0.8 0.03897
8.67 172.56 9.81 0.27413 0.01409 0.77 3.47 8.63 10.67 7.18 -1132.0 -69.2 -12.5 -0.1 -4.0 -0.6 -0.4 0.05500
0.68 37.89 1.44 0.06200 0.01017 0.34 9.09 5.46 6.56 8.83 -5.5 19.9 -92.4 -0.1 0.9 -4.9 0.7 0.03408
5.61 55.56 10.42 0.21004 0.00346 0.83 4.88 3.36 7.03 9.34 -38.2 32.2 -14.4 -0.3 1.0 -0.8 0.2 0.03263
1.97 17.13 12.77 0.11210 0.00391 0.13 6.28 0.19 7.08 9.37 -32.2 25.0 -4.8 0.1 1.2 -0.1 -0.0 0.03010
8.49 16.91 5.38 0.04408 0.00324 0.28 2.49 9.41 7.01 9.35 -40.8 19.6 -15.7 0.2 1.1 -0.8 0.7 0.04896
0.79 19.98 8.29 0.27070 0.02777 0.89 5.38 9.71 10.55 9.23 -6.5 -110.5 93.4 -0.2 -4.7 4.2 -0.5 0.03715
7.59 141.12 7.71 0.19068 0.00951 0.23 9.85 7.16 6.66 8.97 9.6 -33.6 2.1 0.1 -2.2 -0.5 -0.9 0.05446
7.45 137.20 4.16 0.00116 0.03382 0.33 3.75 5.06 6.70 8.96 24.2 -187.2 -7.9 0.0 -9.7 -0.1 -1.4 0.05251
4.93 120.69 11.03 0.09525 0.02240 0.93 8.77 5.51 6.78 9.06 -7.4 2.2 16.9 0.6 0.5 0.6 -0.4 0.02064
9.99 8.12 3.48 0.20316 0.00009 0.38 8.12 0.58 6.98 9.22 -7.3 9.0 6.2 0.0 1.0 -0.2 -1.1 0.02748
7.89 30.23 6.35 0.25363 0.00936 0.90 3.29 5.81 6.97 9.27 -46.1 -39.6 13.5 -0.2 -1.8 0.1 1.1 0.02502
5.73 115.58 13.29 0.23405 0.04365 0.26 9.22 4.82 6.95 9.24 29.8 306.6 121.9 -0.1 14.8 7.0 -2.5 0.04010
4.96 145.89 13.46 0.15092 0.01877 0.52 5.72 1.78 6.81 9.10 -10.4 111.6 -58.7 -0.0 6.2 -2.6 -0.2 0.02381
7.25 126.25 3.94 0.22233 0.03006 0.24 6.23 3.14 6.70 8.98 27.2 -82.1 106.5 0.1 -3.6 4.4 -1.2 0.05816
3.34 140.35 6.40 0.10581 0.01939 0.04 4.15 6.53 6.64 8.89 -11.2 64.0 -76.4 -0.0 3.0 -3.6 1.6 0.05859
5.77 81.48 3.11 0.22200 0.00974 0.38 8.88 3.27 6.63 8.93 4.8 5.4 -49.2 -0.1 -0.1 -2.1 -0.3 0.04305
4.73 0.46 4.17 0.20010 0.03799 0.16 2.84 9.76 6.69 9.00 -25.7 4.7 125.7 -0.1 -1.3 5.5 0.7 0.04869
5.96 16.67 5.25 0.14992 0.02988 0.15 4.35 0.14 6.85 9.13 -11.9 148.4 134.6 0.0 7.7 8.0 -0.1 0.03400
8.49 112.56 2.41 0.23810 0.04131 0.85 7.45 4.49 6.71 9.00 -6.2 267.8 -50.7 0.4 14.4 -3.0 0.1 0.04956
6.68 17.86 5.01 0.05171 0.04626 0.44 1.62 9.83 6.91 9.20 -11.7 -83.2 17.6 -0.0 -6.1 1.3 -0.8 0.03577
4.10 71.78 7.55 0.27204 0.01235 0.73 0.89 2.62 6.78 9.07 -22.6 -50.5 19.6 -0.5 -1.5 1.0 0.3 0.03861
9.02 158.10 11.69 0.16376 0.04916 0.34 8.76 1.07 6.63 8.91 0.8 12.3 -23.8 0.2 0.6 -3.4 -0.2 0.02125
2.26 76.99 7.88 0.02088 0.00120 0.91 1.59 5.70 6.76 9.06 -0.9 9.0 1.6 -0.1 0.5 0.0 0.5 0.05114
1.21 112.04 12.20 0.06294 0.01768 0.54 8.71 0.45 6.87 9.15 0.9 -20.7 -106.9 -0.3 -0.5 -5.7 -0.3 0.04511
